Job Title,Job Description,link,price
Two Data Streams set up on Google Analytics,"We are having an issue with Google Analytics recording more 'New Users' than 'Total Users', Google have tried to resolve it but we can see there are two Data Streams set up on our account when there should only be one. We used People Per Hour previously to set this up (before I worked for the company) and can no longer access our other account with you to track this. Can you help with finding out why we have two data streams and the best one to remove.",https://www.peopleperhour.com/freelance-jobs/digital-marketing/web-analytics/two-data-streams-set-up-on-google-analytics-4396250,$100
Escrow.com API Integration for TradeBulk.com,"Summary: We are currently seeking a qualified and experienced developer to facilitate the integration of the Escrow API into our fully established B2B multi-vendor marketplace. The ideal candidate will possess a comprehensive understanding of API integration as well as proficiency in eCommerce platforms. In this role, you will collaborate closely with our team to ensure a seamless integration process that enhances the user experience and secures transactions. Candidates with a proven track record in similar projects and a commitment to delivering high-quality results are encouraged to apply. We look forward to hearing from you. Here are the specific integration requirements: API Integration: Initiate, track, and complete escrow transactions seamlessly. Transaction Types: Support various types of transactions (milestone, domain, goods, services, or others supported by Escrow.com and suitable for our platform). Status Updates: Proper handling of status updates (e.g., payment held, inspection period, funds release) on both the front-end and back-end. Error Handling and Notifications: Implement effective error handling. Set up user notifications for important updates (e.g., changes in status). If applicable, integrate webhooks for real-time updates. User Interface: Develop a clean, user-friendly interface for both buyers and sellers to manage the escrow process. Additionally, it is crucial that TradeBulk.com does not assume liability in any escrow-related disputes. The system should make it clear that all escrow-related decisions are governed by Escrow.com, and our platform is solely facilitating the connection. Please let me know if you have any questions or need further details.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/escrow-com-api-integration-for-tradebulk-com-4395420,$500
WordPress Integration of Decor8.ai API for Virtual Staging,"Looking for an experienced freelancer to integrate the Decor8.ai API into our existing WordPress website. Project Goals: - Allow users to upload property images - Connect with the Decor8.ai API for AI staging - Display the staged images in a clean frontend - Ensure mobile responsiveness and security - Test and tune the integration for optimal performance Additional details will be provided to selected candidate Must-Have Skills: - WordPress development - REST API integration (especially image-based) - Strong knowledge of PHP, JS, and WordPress hooks - UI/UX understanding Timeline: ~2 weeks Budget: Open to proposals Please include your timeline, estimated cost, and examples of related work.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/wordpress-integration-of-decor8-ai-api-for-virtual-staging-4398227,$350
Build a Currency Exchange Fee Comparison Tool,"I'm looking for a reliable freelancer with experience in Carrd, JavaScript, and API integration to finalise a simple currency exchange fee comparison tool I've started building.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/build-a-currency-exchange-fee-comparison-tool-4397294,$376
PHP Developer Needed for API Integration,"Please read carefully I am looking for a skilled PHP developer to integrate two APIs into my existing adult live streaming cam website: -Sightengine: For content moderation and monitoring. -Sumsub: For user KYC verification. The website is built using a pre-existing PHP script, so the candidate must be comfortable working with existing code and implementing new features securely and efficiently. Important Note: This is an adult-oriented project, so please apply only if you are comfortable working on an adult live streaming platform. Requirements: Advanced PHP skills Experience with RESTful API integration Proficiency in JSON and cURL Strong understanding of security best practices (handling sensitive data) Preferred: Experience with cam platforms or similar websites What I will provide: Access to the website's source code API documentation for Sightengine and Sumsub Timeline: The project should be completed within 1 week. Hourly Rate: I am offering $10-$30/hour, depending on the developer's experience and the quality of work. Please include your hourly rate and estimated hours required in your proposal. Deliverables: Fully functional integration of both APIs Testing and debugging to ensure smooth operation Documentation of the implemented code",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/php-developer-needed-for-api-integration-4389091,$12/hr
Instagram and Linktree Integration,"I have designed t-shirts that I want to sell on my Instagram through Linktree. The link that is on the Linktree automatically goes to the website the shirts were created on which charges the customer cost instead of retail pricing. That said, I want customers to be able to pay on Linktree so I will make a profit. I need tax set up (if necessary) and I would like to accept debit and credit cards, Venmo, Apple Pay and Pay Pal. I am open to feedback on which payment methods are most important. I do have a Square account from another business that I believe is still connected. Please let me know what questions you have. Would like a quote and timeframe project can be completed.",https://www.peopleperhour.com/freelance-jobs/social-media/instagram-marketing/instagram-and-linktree-integration-4399425,$34/hr
Custom API,"Our campsite business has recently implemented a new internal booking system. The booking system is great and flexible however our booking partners are not, they will not send our system information unless it has a direct connection for GDPR reasons. We are looking to have a custom API built to cover this and some other information. Could you help? Thanks Alfie",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/custom-api-4393848,$$
Web Developer (Lovable.dev + Supabase) – Ongoing Project,"Project Status: In Progress – Continuation and Completion Required Job Description: We are seeking an experienced and detail-oriented Full Stack Developer to join and complete a web application that is currently in development. The project uses Lovable.dev for frontend/logic and Supabase as the backend. Before starting new development tasks, the developer will be required to review the existing website, identify any issues, and check for duplicate database entries, structural errors, or misconfigurations. This is a fast turnaround project, and we need someone who can deliver quality code while maintaining velocity. Key Responsibilities: > Continue building and integrating features into an already initiated website using Lovable.dev AI development platform. > Ensure full backend integration using Supabase (PostgreSQL, Authentication, Edge Functions, etc.). > Implement custom logic, workflows, and frontend/backend sync. > Ensure the website is scalable, secure, and optimized for performance. > Document the entire system architecture, including: - API Endpoints - Backend logic and data models - Supabase table structures - Authentication workflows - Database triggers or edge functions - Frontend-backend workflows - Any third-party integrations or dependencies > Maintain clear and updated developer documentation for future maintenance and handoff. > Provide daily updates on development progress, including: - Features completed - Bugs fixed - Obstacles or roadblocks - Next day’s plan Requirements: > Proven experience with Supabase and its core components (DB, Auth, Functions, Realtime, Storage). > Hands-on experience with Lovable.dev or similar no-code/AI-assisted development platforms. > Strong understanding of: - Web application architecture (Frontend + Backend) - RESTful APIs and secure API design - OAuth and Role-Based Access Control (RBAC) - Workflow automations within AI-based platforms > Ability to write clean, maintainable code and documentation. > Comfortable integrating with third-party tools or APIs if required. > Strong written communication skills and ability to deliver daily updates. > Previous experience in completing projects using Supabase or AI no-code builders preferred (please provide links or descriptions).",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-website-development/web-developer-lovable-dev-supabase-ongoing-project-4398311,$130
WANT SOMEONE TO SHOW ME HOW TO INTEGRATE a MAILCHIMP Program,Hi Dear SO that we are not wasting time I need to VERBALLY collaborate with someone to set up a MAIL CHIMP into my 1) A OPT IN PAGE ( for eg if you want my PDF please enter your email address into the opt in page That is what i want someone to teach me how to setup MAILCHIMP onto youtube and into my BEACON STORe I am from the CARRIBBEAN and is looking to INTERVEIW someone VERY EASY to do a INTERVIEW on ZOom please send me a link to join you for a interview anytime between 10am to 2pm EASTERN STANDARD TIme,https://www.peopleperhour.com/freelance-jobs/digital-marketing/email-marketing/want-someone-to-show-me-how-to-integrate-a-mailchimp-program-4396098,$50
I need Flightapi integration,"Flightapi.io integration with Expedia like booking proccess required -FlightAPI integration -Admin settings for minimum fare, discount %, and PayPal email -Expedia-style booking UI with PayPal integration Flight Search Results – shows options pulled from FlightAPI with price, airline, time. > Select Flight – user picks their preferred option. > Customer Details Form – name, email, phone (can be saved in DB or sent via email). > Discount Auto-Applied – based on admin setting. > Final Summary + PayPal Button – shows fare, discount, and total. > Confirmation Page – after payment, user sees confirmation and admin receives email. > Booking Logged in Admin Panel – for admin review. -Email to admin on new booking -Bookings logged in the current Admin panel -Light styling/UI polish to match existing panel",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/i-need-flightapi-integration-4390378,$244
Integration to Sage Payroll from Nextra,"We need a proven developer to build an API/Link from our Nextra workforce management platform to Sage and other payroll platforms. Nextra will export timesheet data and payroll information. This needs to be passed directly into Sage, ready for payroll processing. https://developer.sage.com/accounting/ You should have the following skills and a proven track record of this type of coding and integration. SQL, C# and or Python We would also consider an integration via Zapier for easy management and deployment. https://zapier.com/ Once built, we will seek to integrate with other well-known payroll systems. Please submit your details, a project plan, and a timescale. Good communication skills are essential for this project. We look forward to hearing from you soon.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/integration-to-sage-payroll-from-nextra-4392083,$1.2K
Website Development with AI Integration and Automations,"We’re currently planning a revamp one of our websites with the goal of building a comprehensive music event database that covers concerts, festivals, and artist events across Asia. In addition to this, we regularly publish blogs, share updates on Asian artists and events, and send out a monthly newsletter. Our blog content is also shared across our social media channels to keep our community informed and engaged. Here are our Automation Development Priorities: 1. Artist Database - Build and maintain a dynamic database of Asian artists actively releasing music or touring in the current year. 2. New Content Tracking - Automate the collection and organization of: New song releases by Asian artists New tour announcements by Asian artists Trending news about Asian artists Trending news on concerts across Asia Trending updates on festivals and major music events in Asia Industry-related news, developments, and official announcements 3. Content Publishing Automation - Streamline blog publishing and social media posting workflows for: New song releases by Asian artists New tour announcements by Asian artists Trending news about Asian artists Trending news on concerts across Asia Trending updates on festivals and major music events in Asia Industry-related news, developments, and official announcements 4. Press Release Integration - Automate the publishing of press releases shared to us by event organizers, PR agencies, and artists across our website and social platforms. 5. Newsletter Automation - Develop a system for curating and sending monthly newsletter recommendations based on trending news, releases, and events.",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-website-development/website-development-with-ai-integration-and-automations-4395475,$3K
N8N lead finding & scoring workflow/agent.,"Build an advanced n8n workflow to score leads with AI and sync data across Clay, Slack, and Google Sheets I’m looking for an experienced n8n expert to build a fully automated workflow that integrates Clay, OpenAI, Slack, and Google Sheets. You’ll be creating an end-to-end system that takes a list of companies, uses Clay to find employees, scores them using GPT based on ICP relevance, and pushes the best contacts into a Google Sheet. After a QA step in Slack, the contacts will be sent to another Clay table for enrichment, with notifications and a final report. ⸻ What the workflow needs to do: 1. Receive a JSON payload with: • A list of companies • Product/service brief • Ideal customer persona (ICP) 2. For each company: • Send data to Clay to run a “Find People” search (via Clay API or webhook) • Retrieve all employees from the Clay table 3. Use OpenAI to score all employees based on fit with the ICP 4. Select up to 5 best-fit contacts per company 5. Push the results into a Google Sheet (with all metadata) 6. Notify a Slack channel for human QA (via message + link) 7. Upon approval, send the contacts to a second Clay table for enrichment 8. Notify Slack that enrichment has started 9. Once enrichment is complete, post a final Slack message and summary report: • Total contacts found • Contacts with valid emails • Companies with contacts • Companies without contacts • Average contacts per company ⸻ You should have experience with: • n8n (intermediate to advanced level) • Clay (webhooks and API) • OpenAI / GPT-4 (prompt logic and API integration) • Slack API (message formatting and interactivity) • Google Sheets API • Webhooks and JSON data handling Deliverables: • Fully functional and tested n8n JSON workflow • Setup documentation and instructions • Guidance on Clay table formatting • Optional integration support ⸻ Budget: Flexible depending on experience. Fixed price or hourly offers welcome. To apply: Send a short proposal including: • Examples of n8n or automation workflows you’ve built • Confirmation you’re familiar with Clay and OpenAI • Estimated time to complete",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-agent-development/n8n-lead-finding-scoring-workflow-agent-4393653,$150
WordPress Job Board Developer with AI Integration Experience,"I’m looking for an experienced WordPress developer to: ✅ Set up a WordPress-based job board on SiteGround hosting ✅ Implement AI-powered CV processing ✅ Configure workflows that support an equitable application process for employers and candidates Your role will include the end-to-end setup of a responsive job board website with a smooth user experience, along with integrating an AI/automation feature to process uploaded CVs before sharing them with employers. Key requirements: • Strong WordPress/PHP skills and experience working with job board themes or plugins • Experience with document handling (PDF and Word) • Familiarity with integrating AI tools and APIs • Attention to detail and data privacy best practices Please provide examples of similar work you’ve completed or relevant expertise. Further project details will be discussed after shortlisting to protect confidentiality.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/wordpress-job-board-developer-with-ai-integration-experience-4396273,$205
Full Stack Developer,"Full Stack Developer, You will be working with our team to maintain the WP & WooCommerce sites and develop new plugins and API connections.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/full-stack-developer-4398746,$900
Freelance Developer – Web Scraping + Simple API (Real Estate),"I’m looking for a freelance developer with solid experience in web scraping to help build a streamlined tool for targeted real estate marketing in Québec, Canada. Goal: Build a tool that: Scrapes a real estate website every 30 days, Extracts only new property listings (address + city), Exports data into a simple format (CSV or lightweight database), Allows for quick label (sticker) printing through a fast and simple API or interface, for direct mail marketing. Required Skills: Expertise in web scraping (Apify, Puppeteer, Playwright, Python or any solid tech stack) Ability to detect and extract only new listings (compare with past data) Build a lightweight API or web tool to handle export and printing functions Performance-focused and automation-savvy French knowledge is a bonus (not mandatory) What I’m looking for: A reliable, stable, and easy-to-use tool Someone who’s autonomous, structured, and proactive Good communication Budget: Open, based on experience and approach Potential for ongoing collaboration and future enhancements Interested? Please send me: A quick example of similar work (scraping or automation/API) Your approach to detecting new listings only Your availability and rate Thanks!",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/freelance-developer-web-scraping-simple-api-real-esta-4399281,$500
Encrypted Prompt Delivery API for Salesforce (Node + Apex),"N.B. You must have excellent English verbal communication skills as we will need to collaborate over video calls. If short-listed, you will be asked to attend a Google Meet with camera on. **PROJECT BRIEF** We are developing a number of proprietary AI agent products and require a secure method to deliver prompt content into Salesforce without exposing the actual prompt text. This project involves building a lightweight external API that returns AES-256 encrypted prompts, along with supporting logic to decrypt these inside Salesforce (Apex) at runtime. Deliverables 1) Encrypted Prompt API - REST endpoint (e.g. /prompt?id=agent_name) - Returns AES-256 encrypted prompt string - Uses API key/token to authenticate requests - Hosted on Heroku 2) Encryption Utility - CLI script (Node.js or Python) to encrypt new prompt strings using a shared key - Prompts can be stored in a JSON file or lightweight data store 3. Salesforce Integration Demo - Apex-compatible AES decryption function - Example Apex callout to the API with decryption logic - Key should be stored securely using Named Credentials or Encrypted Custom Settings 4. Documentation - Instructions for API deployment - How to encrypt new prompt strings - How to call and decrypt within Salesforce 5. Security Requirements - Prompt strings must never be transmitted or stored as plaintext - AES-256 encryption with CBC or GCM mode - Secure API access via token or key - Key must not be hardcoded in Apex 6. Tech Stack Preferences - API in Node.js - Salesforce integration using Apex Bonus if you have experience with Salesforce integrations and encryption libraries _____ API Specification Endpoint GET /prompt?id={agent_id} Security - HTTPS required - Token authentication required - Rate limiting preferred Apex Decryption Class - The IV can either be sent separately or prepended to the encrypted string - The key should be securely stored in Salesforce (e.g., Named Credential or Encrypted Custom Setting) - The API must ensure the ciphertext is formatted to be compatible with Salesforce’s Crypto.decrypt() function",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/encrypted-prompt-delivery-api-for-salesforce-node-apex-4386217,$888
Backend Developer for E-commerce Platform,"Project Overview We're building a modern e-commerce platform for eyewear. The frontend is built with React and Tailwind CSS, and we need an experienced backend developer to build and integrate the server-side components. Key Responsibilities - Design and develop scalable backend architecture - Create secure RESTful APIs for frontend integration - Implement user authentication and authorization - Design and optimize database schemas - Ensure data protection and implement security best practices - Set up payment gateway integration - Write clean, maintainable, and well-documented code - Deploy and maintain the backend infrastructure Project Requirements - User authentication and authorization - Product management (CRUD operations) - Shopping cart functionality - Order processing system - Payment gateway integration - Admin dashboard for inventory management - API documentation Required Skills - 3+ years of backend development experience - Proficiency in Node.js and Express.js - Experience with databases (MongoDB, PostgreSQL, or similar) - Knowledge of RESTful API design - Understanding of authentication/authorization - Experience with payment gateway integration - Familiarity with Git and GitHub How to Apply Please send: 1. Links to previous work/GitHub 2. Describe your experience with Ecommerce projects If you need Frontend code, I will share it. But I'm looking for good backend developer really. There are a lot of developer is don't know how to run and develop projects. So I need to check your tech ability. I'm looking forward to work with you. Thank you.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/backend-developer-for-e-commerce-platform-4388046,$38/hr
UK Laravel Developer,Hi All I need a UK based Laravel developer to build a system that pulls information from Shopify API I have the brief and will be shared will developers I think fit with the role Thanks,https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/uk-laravel-developer-4397452,$1.1K
AI Solutions Architect for Cutting-Edge Health & Wellness,"Description: We are looking for two experienced freelance AI specialists to support the architecture and implementation of advanced AI-driven solutions using no-code platforms, multi-agent systems, and robust API integrations. The project involves building innovative AI tools in the health and wellness domain, integrating wearable data, personalized inputs, and predictive analytics to deliver smart, real-time insights. The freelancers should have strong technical skills, think creatively, act fast, and deliver high-performance, scalable solutions. They should have expertise in multi-agentic system design and AI orchestration, advanced prompt engineering and data preprocessing, text extraction from a wide variety of formats, programming, databases, LLMs/Generative AI, DevOps/MLOps, and cloud deployment. Preferred no-code experience includes Crew AI, Backendless, Flowrunner.ai, Vantiq, Boomi, or similar. The work style is remote and async-friendly, with fast feedback and a proactive team culture. Strong English communication skills are required. The freelancers should include a brief intro, relevant experience, and availability when submitting their proposal.",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-mobile-development/ai-solutions-architect-for-cutting-edge-health-wellness-4397127,$2.5K
"WooCommerce, CRM Sales agents","This eCommerce project seeks a developer to integrate a CRM platform with an existing WooCommerce store. The goal is to streamline the process of leads and sales for an expanding direct sales business. Currently sales agents submit leads and orders through phone and email. Management then inputs this data into separate systems. This manual duplication of efforts is time-consuming and error-prone. The client needs a seamless way to capture web store inquiries and purchasers directly into their CRM. The ideal candidate will have strong experience integrating WooCommerce with a lead management CRM like HubSpot, Pipedrive or Zoho. Sales agents need access to submitted forms, messages and order info from the storefront within the CRM interface. Development will connect the platforms via webhooks and APIs to sync appropriate customer, contact and transactional data in real-time. Additional requirements include customizing CRM fields to map to online forms. Agents also need ability to quickly see new prospects and orders assigned for follow up. The client seeks an elegant technical solution to empower their sales team, gain efficiencies and scale operations through intelligent use of existing tools. Rollout must not disrupt current systems and include documentation for ongoing maintenance. Qualified freelancers are invited to propose how they would successfully complete this integration project within 8 weeks. Questions can be",https://www.peopleperhour.com/freelance-jobs/design/web-design/woocommerce-crm-sales-agents-4396765,$120
Website Data mining,"I'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. Unfortunately, I no longer have access to the source code, but I have a video explanation that demonstrates the full platform and functionality.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-data-mining-4395160,$376
Custom Cryptocurrency ASIC mining Chip,"I’m looking for an experienced ASIC engineer or hardware consultant to help develop a custom low-power ASIC chip designed to mine the Kaspa cryptocurrency, which uses the kHeavyHash algorithm. The goal is to create a compact, USB-powered miner (similar in concept to Bitaxe for Bitcoin), intended for hobbyists and solo miners. The project will be fully open-source, and we are building both the ASIC and supporting control board (likely with an ESP32 or STM32 microcontroller). I’m a non-technical founder leading this initiative, and I need someone who can: • Advise on or create the ASIC design (based on the open kHeavyHash spec) • Suggest or manage FPGA prototyping (if needed) • Prepare the design for low-volume fabrication (ideally <5W–50W power budget) • Work with or provide input for PCB/control board integration The ideal candidate will have experience with: • Crypto mining ASICs (Bitcoin, Ethereum, or altcoin mining chips) • FPGA-to-ASIC transitions (helpful but not required) • Low-power chip design and Stratum/miner protocol integration This is an exciting opportunity to help launch the first open-source Kaspa ASIC miner, and potentially contribute long-term as the project scales.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/custom-cryptocurrency-asic-mining-chip-4394309,$496
Copy Data from webpages,"This is a simple copy-and-paste project. Please post and bid your final amount and the number of days to complete only after trying and giving me a sample. I would award the project in tranches. I need someone to help me with a continuous project to keep getting content copied from websites like these: https://www.scholarshipset.com. I am ready to provide a handful for you to give me this content. You are to get me 1. Scholarships (Merit-based, Need-based, Undergraduate and Graduate programs) 600 contents 2. Grants (Government, Institutional, Research-based) 300 contents 3. Student Loans (Federal, Private, Income-share agreements) 150 contents 4. Fellowships (Graduate, Postdoctoral, Research) 300 contents 5. Bursaries (Financial need-focused) 150 contents Business Funding (500) 1. Grants (Government, NGO, International Development) 2. Accelerator/Incubator Programs 3. Business Competitions & Pitch Events 4. Startup funds and competitions 5. Sector/Country/Need-based funds Please do not mix the scholarship and business section in the same file. The contents MUST have headings/subheadings with: • Title • Summary • Eligibility/Requirements (Should contain these: Gender, Age, Country/Region, Sector/ Discipline, Undergraduate/Graduate/Post Graduate etc) • Value (What the Scholarship or funds cover or the amount) • Deadline (Closest deadline allowed is from June 15 2025) • Application link (where I can apply from) • Minimum of 400-500 words • Weblink from the originating/offering website, not from the listing websites provided. Also, I would need a spreadsheet/excel list of each of the sections, Scholarship and Business, for easy evaluation and assessment of the project: • Title • Eligibility • Value • Deadline (Closest deadline allowed is from June 15 2025) • Application link Weblink",https://www.peopleperhour.com/freelance-jobs/writing-translation/copywriters/copy-data-from-webpages-4396946,$25
Google sheets data analysis,"I need a one off project completed. I own a small surveying company and I have a set of performance statistics I want to track over time. E.g. average time between being instructed and delivering the report, how this changes over time etc. I have the information in a Google sheet document or series of Google sheet documents. I would like graphs and a dashboard, I would like the formula done so that I have to do very little to update these graphs and performance metrics each month. I will carry out a video call with whomever seems most suitable prior to engaging in the services so that you fully understand my requirements and are able to carry out the tasks. I would imagine it should take a few hours or half a day perhaps for someone competent once I have given you all of the data and all of what I would like out of it.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/google-sheets-data-analysis-4398207,$137
Websocket and data storage for stocks,"I am for my personal use building a real-time financial data infrastructure to collect, process, and store live tick data (cash, futures, and options) from Upstox API. The goal is to stream data via WebSocket, perform lightweight processing (Greek calculations, tagging, cleaning), and store it in a PostgreSQL database using TimescaleDB for time-series optimizations. This data will power downstream analytics, dashboards, and strategy execution engines. ⸻",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/websocket-and-data-storage-for-stocks-4397906,$451
Data Processing Assistant,"Experience Level: Entry Location: Remote Project Overview: We need one reliable person to help with a discrete data processing task. You’ll organize digital files, enter data into spreadsheets or systems, and check for errors — all within the platform. Responsibilities: Label and organize provided digital files Input structured data into spreadsheets or internal tools Verify accuracy and flag inconsistencies Report progress via platform messaging Qualifications: Basic knowledge of Excel, Google Sheets, or similar High attention to detail Good time management and ability to follow instructions Conditions: Remote, flexible hours",https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/data-processing-assistant-4395493,$28/hr
Data Preparation Assistant,"Use our internal Google Sheets, preparing weekly schedules for video posting website, and to match academic figures to subject categories and institutions, inputting their IDs into the CRON tab. Extract Vimeo IDs from embed codes, and source headshots from Drive or web fallback, preparing them for Cloudflare image upload. Finalise entries by pasting verified image URLs into Column O. This is a vital role feeding our automated publishing system and social media distribution. Takes 1-2 hours per week.",https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/data-preparation-assistant-4394214,$14/hr
An Excel Data Analysis of Retail Shops,"We are looking for a detail-oriented Excel Data Analyst to support our retail operations by analyzing key data points such as customer location, product type, sales, pricing, and more. The ideal candidate will be proficient in Excel functions, pivot tables, and data visualization to extract actionable insights. Responsibilities include identifying trends, creating reports, and helping optimize sales strategies across multiple shop locations.",https://www.peopleperhour.com/freelance-jobs/marketing-branding-sales/strategy-research/an-excel-data-analysis-of-retail-shops-4398286,$100
Data extraction,We are an events company and we have regular and consistent work for someone who can extract data from exhibition lists and give us a quick turnaround. Here's an example of an exhibition list that we would like to extract information from https://cityscapeglobal.com/exhibitors-list-exhibit,https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/data-extraction-4391370,$20
Xero or quick books,"I need an expert in either of these to create an account and data so a finance compnay cab log in and see some data as I run no accounts. Need this ASAP, 99% of the data will have to be created from nothing",https://www.peopleperhour.com/freelance-jobs/business/finance-accounting/xero-or-quick-books-4399156,$240
Looking to build a quality data within the UK public sector.,"Hi We’re looking to acquire a high-quality data list for a very specific segment within the UK public sector. Here’s our Ideal Customer Profile (ICP): We are targeting HR Managers and HR Directors working within UK Local Authorities, Government Agencies, and Public Sector Bodies. These professionals are responsible for supporting mid-to-late career employees through redundancy, early retirement, or career transition. We offer a unique, non-traditional alternative to career advisory: helping these individuals set up as independent consultants or coaches. We’re looking for contacts with the following criteria: Job titles: HR Manager, Head of HR, HR Business Partner, Organisational Development Lead, Workforce Transition Manager, Redeployment Advisor, Director of People, etc. Organisation types: UK Local Authorities (county/city/borough councils) Government agencies or quangos NHS Trusts (HR departments, non-clinical staff) Public-sector-funded organisations involved in staff transitions Geography: United Kingdom Seniority: Mid to senior (decision-makers or influencers) Staff size of org: 500+ Please let me know: If this data segment is available How many records are accessible What filters you can apply (e.g., intent signals, recent HR activity, etc.) Pricing and turnaround time",https://www.peopleperhour.com/freelance-jobs/digital-marketing/email-marketing/looking-to-build-a-quality-data-within-the-uk-public-sector-4399205,$143
Two Data Streams set up on Google Analytics,"We are having an issue with Google Analytics recording more 'New Users' than 'Total Users', Google have tried to resolve it but we can see there are two Data Streams set up on our account when there should only be one. We used People Per Hour previously to set this up (before I worked for the company) and can no longer access our other account with you to track this. Can you help with finding out why we have two data streams and the best one to remove.",https://www.peopleperhour.com/freelance-jobs/digital-marketing/web-analytics/two-data-streams-set-up-on-google-analytics-4396250,$100
Collating data on my competitors,I am looking to collate a list of basic information about my competitors. I have a business in the UK called PK Education and we are a supply teaching agency. We place all sorts of candidates (such as teachers / teaching assistants / SEND specialists / Cover supervisors in the UK. I am looking to build out my own research project where I collect the following information about each on of my competitors: Logo Brief Description Office locations (In London) (Outside of London) Office Phone Number Email to office About Us Main Paragraph from about us Google Review Trustpilot Review Facebook There are about 395 competitors in the UK but some of them have mutliple branches The inforation collected will then be exported into a website. I hope this information makes sense - any quesitons let me know,https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/collating-data-on-my-competitors-4391075,$27/hr
Data Entry Support,"We seek an experienced data entry specialist to help our growing startup efficiently manage large volumes of information. Your primary responsibility will be accurately inputting various details from physical documents into digital format using provided spreadsheets or databases. Experience capturing names, addresses, numbers and textual data from forms or applications is essential. The ideal candidate has a proven track record in diligently and meticulously organizing and logging significant amounts of records with minimal errors. Applicants should be proficient in MS Excel as well as possess strong typing skills and attention to detail. Excellent communication and timely follow up on assigned tasks will also be vital for this role.",https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/data-entry-support-4391072,$19/hr
We need to add data to the back office of a new website.,"The project is a new website that sells real estate. We have a data base in Greek, pictures and short description for each property and we need to import this data to an english website.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/we-need-to-add-data-to-the-back-office-of-a-new-website-4393183,$14/hr
Gov Data Pulling App,"I am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the United Kingdom. The app would periodically retrieve open data from credible UK sources like data.gov.uk through public APIs and display metrics and statistics in an easy-to-read format. Examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. Users should be able to filter the data by location, demographic and time period. The frontend would have a clean, minimalistic interface optimized for both iPhone and Android. Data sets must be refreshed regularly through automated weekly/monthly calls to data sources. Backend services are needed to store cached results, handle API tokens and authenticate data sources. Developer is expected to research authoritative UK agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. Security, privacy and legal compliance with relevant open data licenses and terms of use is a must. Unit testing, continuous integration and monitoring are important to ensure high performance and uptime. The app should work offline by storing common queries locally when internet is unavailable. Documentation for app architecture, data sources and expansion roadmap must be provided. Interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget.",https://www.peopleperhour.com/freelance-jobs/technology-programming/mobile-app-development/gov-data-pulling-app-4392853,$541
